CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
4x5,7,ABCGL,OPQRT,UVWXY,1110001000010011110111111,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
5x4,6,ADEGH,KLNQR,SUWXY,1001101100110100111010111,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1
5x3,8,ABCFG,KNPQR,STVXY,1110011000100101111101011,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
6x3,8,CDEHI,JMNQR,STUVX,0011100111001100111111010,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0
7x3,6,ABCDE,HJKMN,QSUWX,1111100101101100101010110,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
6x4,6,ACGHI,JKLNQ,SUVWX,1010001111110100101011110,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0
7x2,7,ABCFG,HIMNO,QRSVX,1110011110001110111001010,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
7x2,7,ACDGH,IJKLM,ORSVX,1011001111111010011001010,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0
6x3,7,BDEHI,JKLMO,STUWX,0101100111111010001110110,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0
5x3,8,BCDFJ,KLMOP,QSUVX,0111010001111011101011010,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
6x3,9,CDFGI,JKLMN,PRUVX,0011011011111101010011010,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
5x2,6,CDEGH,KLMOP,QSTUX,0011101100111011101110010,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0
6x1,6,ABCEH,IKLMP,QRSTW,1110100110111001111100100,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0
5x3,10,ABFGJ,KLNPR,STVWX,1100011001110101011101110,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0
5x4,8,BCEHJ,KLNOR,TUWXY,0110100101110110010110111,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1
6x3,9,BCDEG,HKLNP,QTVXY,0111101100110101100101011,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
4x5,9,ADFHM,NPQRT,UVWXY,1001010100001101110111111,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1
6x2,9,ABDHI,JLMNP,QRSXY,1101000111011101111000011,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
7x2,7,ABCDE,GHLNO,QSTWX,1111101100010110101100110,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
4x3,7,AHIJK,MNOPR,STUWX,1000000111101111011110110,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
6x3,6,CEFGI,JLMNP,RSUWY,0010111011011101011010101,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
8x4,7,ACEFG,HIJMN,TVWXY,1010111111001100000101111,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1
6x3,9,ABDEH,JLNOR,STUVY,1101100101010110011111001,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
5x4,5,EGHIJ,KMOQR,TUVWY,0000101111101010110111101,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1
8x4,7,ABCEF,GIJNO,TUVXY,1110111011000110000111011,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1
8x4,8,ABDEF,HIJQR,TUWXY,1101110111000000110110111,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
5x2,8,BCDEH,KMNPQ,RSTUX,0111100100101101111110010,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
6x3,10,BDEGI,JLNOP,RTVWX,0101101011010111010101110,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
7x3,7,ABCDG,HJKMN,OSVWX,1111001101101110001001110,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0
6x2,8,ABCHI,JKLMN,QRTVY,1110000111111100110101001,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
5x2,7,ACDFG,KLMNO,PSTUX,1011011000111111001110010,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
6x2,7,ADEHI,JKLMN,PQSUX,1001100111111101101010010,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
5x5,6,CDEGH,LMOQR,UVWXY,0011101100011010110011111,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
8x2,5,ACEFG,HIJKL,MSTWY,1010111111111000001100101,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
5x3,8,ABCDJ,KMNOQ,RTUVX,1111000001101110110111010,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0
7x2,6,BDEGH,IJMNO,QRSUW,0101101111001110111010100,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
4x2,7,ACDHK,LMNPQ,RSTUY,1011000100111101111110001,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
6x2,6,ABCGI,JKLNO,PQSVW,1110001011110111101001100,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0
5x3,6,BCDEG,KMNOR,STUVY,0111101000101110011111001,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1
6x3,7,BCEGH,JKMOP,QTUVX,0110101101101011100111010,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0
6x3,6,ABFGH,ILMOQ,STWXY,1100011110011010101100111,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
6x4,8,ABDGH,IKLNP,QUVWX,1101001110110101100011110,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0
5x4,7,CEGHJ,KLOPQ,TVWXY,0010101101110011100101111,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1
6x3,8,ACFGH,JKNOR,STVXY,1010011101100110011101011,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1
7x2,5,ABEFH,IJKMO,QRSUY,1100110111101010111010001,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
5x3,8,BCDIJ,KLNOQ,RTUVW,0111000011110110110111100,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
8x3,7,ABCDE,GHJKM,RTWXY,1111101101101000010100111,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1
5x4,7,CDEGH,MNOPQ,TVWXY,0011101100001111100101111,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1
5x3,4,ACEGH,KMNOQ,STVWY,1010101100101110101101101,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1
5x4,8,BCGHI,LNOPS,TUVXY,0110001110010111001111011,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1
5x3,6,ABDHI,KLMOQ,RSUVY,1101000110111010111011001,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1
8x2,7,ACDEG,HIJMN,PRSXY,1011101111001101011000011,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1
6x3,10,ABFHI,JLMNP,RTVWY,1100010111011101010101101,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1
6x4,6,ABCEF,HLOPQ,SUVWY,1110110100010011101011101,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1
6x4,9,BCDEF,ILPQR,TUVXY,0111110010010001110111011,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1
6x3,7,ABDEF,IKNOP,QRUVY,1101110010100111110011001,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
7x2,7,CDEFG,IJKNP,RSTWY,0011111011100101011100101,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
8x2,7,ABCDE,GHIKN,QRTXY,1111101110100100110100011,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1
5x4,8,CEFGH,LMOPR,TUVXY,0010111100011011010111011,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1
9x0,8,ABCDE,FGHIK,LNPQR,1111111110110101110000000,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
7x3,7,ABCEF,IJLMQ,RTUVW,1110110011011000110111100,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0
5x2,8,CDFHI,KLMPQ,RSTUX,0011010110111001111110010,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0
7x2,6,ACFGH,IJKLM,OQRXY,1010011111111010110000011,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
7x3,6,ABDEG,HIMNO,PSWXY,1101101110001111001000111,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
6x2,6,BCEGI,JKLNO,QRSUX,0110101011110110111010010,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
7x3,7,ABCDF,GJKMP,QSUVX,1111011001101001101011010,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0
5x4,10,BDHIJ,LMNPR,TUWXY,0101000111011101010110111,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
5x4,5,ACGHI,KMPRS,TUWXY,1010001110101001011110111,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1
6x3,6,ACDEF,GKLNQ,RSWXY,1011111000110100111000111,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1
7x4,9,BDEFH,IJMPR,SUVWX,0101110111001001011011110,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0
5x1,8,BFGHJ,KLMNO,PQRSW,0100011101111111111000100,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
7x2,7,ABCEF,GJKLN,OQRUV,1110111001110110110011000,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0
7x3,6,ACEFG,IJKLN,PQVWY,1010111011110101100001101,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1
6x2,7,ABEGH,IKLNO,PRTUY,1100101110110111010110001,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
6x2,5,CEFGI,JKMOP,QRSUX,0010111011101011111010010,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0
5x3,10,DFHIJ,LMNPQ,RSUVX,0001010111011101111011010,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0
6x3,9,ABDFG,JLMNO,PRUVW,1101011001011111010011100,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0
4x3,8,CDGJK,LMNOP,RTVWY,0011001001111111010101101,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
6x4,7,CDEFG,HKLMP,TUWXY,0011111100111001000110111,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1
6x3,7,ABEGH,JKNPQ,RSWXY,1100101101100101111000111,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
7x2,7,BCDFG,IJNOP,QSTWY,0111011011000111101100101,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
5x2,7,ABCEF,KLNOP,QSTXY,1110110000110111101100011,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
7x4,5,ABDEF,GIKQR,SUWXY,1101111010100000111010111,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1
4x4,8,ACDJK,LMPRS,TVWXY,1011000001111001011101111,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
5x3,6,BCEGH,KNOPQ,STUVY,0110101100100111101111001,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1
7x3,5,ACDEG,IJKNO,QTUVW,1011101011100110100111100,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0
5x4,8,ABCDF,LMNOQ,RVWXY,1111010000011110110001111,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
6x4,7,ACEGH,JNPQR,TUVWY,1010101101000101110111101,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
6x4,6,ACEGH,JKLQS,TUVWX,1010101101110000101111110,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
7x2,8,ABCDE,FILNO,PSTVY,1111110010010111001101001,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
7x2,8,CDEGH,IJKMN,PQTVX,0011101111101101100101010,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
6x2,7,ABDFH,JKLMO,PQSUY,1101010101111011101010001,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
8x2,7,ABCDF,GIJKM,QRTVY,1111011011101000110101001,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1
4x4,7,EHIJK,LMORS,TUVWX,0000100111111010011111110,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
7x3,7,ABEFG,HIMQR,STUVX,1100111110001000111111010,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
5x2,8,BEFGJ,LMOPQ,RSTUX,0100111001011011111110010,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
8x4,8,ACDEF,HIJNR,TUVWY,1011110111000100010111101,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
6x3,8,BCDEG,IMNPQ,RTVWX,0111101010001101110101110,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0
6x2,10,BDFHI,JKLMN,ORTVY,0101010111111110010101001,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
6x3,5,ACDHI,JKMNO,QSUWX,1011000111101110101010110,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0
7x3,7,ABCDG,IJMNP,STUWX,1111001011001101001110110,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0
8x3,7,CDEFG,HIJLM,OSUVX,0011111111011010001011010,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
6x3,7,BDEHI,JKNPQ,RSUWY,0101100111100101111010101,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
7x3,5,ACEGH,IJKNO,STVWY,1010101111100110001101101,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1
7x1,7,ABCFG,HIKLM,NOQRX,1110011110111110110000010,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
7x4,7,ABCEF,IJNQR,TUVWY,1110110011000100110111101,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1
5x4,6,EFGHI,KMNQR,TUWXY,0000111110101100110110111,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1
5x3,7,CFGIJ,KMNPQ,STUVX,0010011011101101101111010,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
8x2,9,ACDFG,HIJKL,NOTVX,1011011111110110000101010,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
5x5,7,BCDEG,KLNOR,UVWXY,0111101000110110010011111,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1
8x1,8,ABCDF,HIJMN,PQRSU,1111010111001101111010000,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0
6x2,5,ABCGI,JLMNO,PQSUW,1110001011011111101010100,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
8x2,6,ABDEF,GIJKP,QSTUY,1101111011100001101110001,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
6x3,9,ABDEH,JKMNP,QRVWX,1101100101101101110001110,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0
7x3,8,BEFGH,IJLMN,OTVWY,0100111111011110000101101,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
7x2,7,ACDEH,IJMNP,QSTXY,1011100111001101101100011,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1
5x4,7,DEGHJ,KMOPQ,RUVXY,0001101101101011110011011,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1
6x3,8,ABDGI,JKLMN,RTUXY,1101001011111100010110011,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1
7x4,9,BCDFH,IJMNR,SUVWX,0111010111001100011011110,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0
6x4,8,ABCDH,IKPQR,TVWXY,1111000110100001110101111,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1
8x1,8,ABCDF,GHJKM,NQSTX,1111011101101100101100010,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
6x2,8,ABFGH,IKNOP,QRTWX,1100011110100111110100110,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
5x3,10,BCFHJ,LMPQR,STUVX,0110010101011001111111010,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0
7x2,6,ACDGH,IJKMO,PQTUX,1011001111101011100110010,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
6x2,8,BCDFH,IKLMN,OQTUX,0111010110111110100110010,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
4x4,7,ACFIK,LPQRS,TVWXY,1010010010110001111101111,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1
8x3,8,ABCEF,GIJLN,ORVXY,1110111011010110010001011,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
6x3,6,CEGHI,JLMNO,QTVWY,0010101111011110100101101,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
6x3,8,BCDEI,JKLNR,STVWY,0111100011110100011101101,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
3x5,9,DEHLM,NOPRT,UVWXY,0001100100011111010111111,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
8x3,6,ABCEF,GIJQR,STWXY,1110111011000000111100111,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
7x4,6,CDEFG,IJMNO,SUVXY,0011111011001110001011011,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1
5x5,6,ACFGH,LOPQS,UVWXY,1010011100010011101011111,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1
6x2,8,BCFGH,ILMNO,RSTVY,0110011110011110011101001,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
5x2,7,CDEGH,KLMNO,QRSVX,0011101100111110111001010,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
4x4,8,AGHJK,LNOPS,TVWXY,1000001101110111001101111,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
8x2,6,ACEFG,HIJKN,OSTVY,1010111111100110001101001,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
5x4,9,ABDEF,LNOPQ,TUVXY,1101110000010111100111011,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1
5x3,7,CDEHI,KLNPQ,STUVY,0011100110110101101111001,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1
5x3,7,BEFGJ,KMOQR,STVXY,0100111001101010111101011,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
8x3,7,ABCDE,GIJLN,PSVWY,1111101011010101001001101,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
8x3,7,BCDEF,GHIKM,ORVWX,0111111110101010010001110,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0
7x3,8,BCDEH,IJNOP,RTUWY,0111100111000111010110101,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
7x2,6,ACDEF,GILMO,QRTVY,1011111010011010110101001,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1
7x3,9,ABDGH,IJLNO,STVXY,1101001111010110001101011,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
3x5,6,DIJKL,MOPQS,UVWXY,0001000011111011101011111,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
4x3,9,DEHIL,MNOPQ,RTVWX,0001100110011111110101110,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
5x2,8,CDEHJ,MNOPQ,RSTVY,0011100101001111111101001,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
8x2,10,ABCDF,GHJPQ,RSTVX,1111011101000001111101010,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
7x3,8,BCDEF,GJKNP,QRUXY,0111111001100101110010011,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1
5x5,8,BDEFG,LNOQT,UVWXY,0101111000010110100111111,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
6x3,8,ABCDF,JKMPR,STVWY,1111010001101001011101101,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1
7x2,9,ABCEF,GJLNP,RSTVW,1110111001010101011101100,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
6x2,6,BCDEG,JKLMO,QSTWX,0111101001111010101100110,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0
6x3,8,CDFHI,JLOQR,STUWX,0011010111010010111110110,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
6x1,8,BDEFG,HLMOP,QRSTW,0101111100011011111100100,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
6x4,9,BDGHI,JLNOP,TUVWY,0101001111010111000111101,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1
6x3,7,ABCGH,JKMNQ,RTUXY,1110001101101100110110011,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
6x3,7,BCEFG,JKLMN,QRUVW,0110111001111100110011100,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0
6x3,7,ABCEH,JKMNQ,RTUVY,1110100101101100110111001,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1
7x3,5,ABCEF,GIKLM,PQUVW,1110111010111001100011100,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0
6x2,8,BDEFG,HKMOP,QRTXY,0101111100101011110100011,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1
6x4,8,ABDEH,JLMOQ,RUVWX,1101100101011010110011110,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0
7x3,8,ABEFH,IJLMN,QTUXY,1100110111011100100110011,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
6x4,9,ABCDH,JKMPR,TVWXY,1111000101101001010101111,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1
